wort;sent;pol;type;multiplier;combined
unerwünscht;NEG;0.7;adj;-1;-0.7
sagenumwoben;POS;1;adj;1;1
leistungsorientiert;POS;1;adj;1;1
höflich;POS;0.7;adj;1;0.7
solidarisch;POS;1;adj;1;1
schwerwiegend;NEG;1;adj;-1;-1
anstandslos;NEG;1;adj;-1;-1
hochwertig;POS;1;adj;1;1
volksverhetzend;NEG;1;adj;-1;-1
hellsichtig;POS;1;adj;1;1
mürrisch;NEG;0.7;adj;-1;-0.7
fündig;POS;0.7;adj;1;0.7
umsichtig;POS;0.7;adj;1;0.7
hold;POS;0.7;adj;1;0.7
exemplarisch;POS;0.5;adj;1;0.5
schludrig;NEG;0.7;adj;-1;-0.7
ausgeklügelt;POS;0.7;adj;1;0.7
sorgfältig;POS;0.7;adj;1;0.7
schuldig;NEG;1;adj;-1;-1
befangen;NEG;0.7;adj;-1;-0.7
linkslastig;NEG;1;adj;-1;-1
verzagt;NEG;1;adj;-1;-1
angenommen;POS;0.7;adj;1;0.7
stramm;NEG;0.5;adj;-1;-0.5
selbstbewusst;POS;1;adj;1;1
energielos;NEG;0.7;adj;-1;-0.7
lebensgierig;NEG;0.7;adj;-1;-0.7
überflüssig;NEG;1;adj;-1;-1
zäh;NEG;0.7;adj;-1;-0.7
überfordert;NEG;0.7;adj;-1;-0.7
amüsant;POS;0.7;adj;1;0.7
munter;POS;1;adj;1;1
arbeitswillig;POS;0.7;adj;1;0.7
eisenhart;NEG;0.5;adj;-1;-0.5
gereizt;NEG;1;adj;-1;-1
gesucht;POS;0.7;adj;1;0.7
krisenerschüttert;NEG;1;adj;-1;-1
befreit;POS;1;adj;1;1
brachial;NEG;1;adj;-1;-1
grobschlächtig;NEG;0.7;adj;-1;-0.7
versöhnlich;POS;1;adj;1;1
gutaussehend;POS;0.7;adj;1;0.7
magenkrank;NEG;1;adj;-1;-1
robust;POS;0.7;adj;1;0.7
überkandidelt;NEG;0.7;adj;-1;-0.7
klobig;NEG;0.7;adj;-1;-0.7
musikbegabt;POS;1;adj;1;1
unartig;NEG;0.7;adj;-1;-0.7
unverzagt;POS;0.7;adj;1;0.7
routiniert;POS;0.7;adj;1;0.7
hämisch;NEG;1;adj;-1;-1
paranoid;NEG;1;adj;-1;-1
ungestört;POS;0.7;adj;1;0.7
majestätisch;POS;1;adj;1;1
huldvoll;POS;0.7;adj;1;0.7
unterbezahlt;NEG;0.7;adj;-1;-0.7
bedenkenlos;POS;1;adj;1;1
hoch;POS;0.5;adj;1;0.5
demütigend;NEG;1;adj;-1;-1
eigennützig;NEG;1;adj;-1;-1
unglaublich;INT;2;adj;0;0
ertragsarm;NEG;0.7;adj;-1;-0.7
überkritisch;NEG;1;adj;-1;-1
verzaubert;POS;0.7;adj;1;0.7
unrein;NEG;0.7;adj;-1;-0.7
stringent;POS;1;adj;1;1
vorzeigbar;POS;1;adj;1;1
staubig;NEG;0.7;adj;-1;-0.7
verschärft;NEG;0.7;adj;-1;-0.7
nörgelig;NEG;0.7;adj;-1;-0.7
gehuldigt;POS;0.7;adj;1;0.7
anerkannt;POS;0.7;adj;1;0.7
vielseitig;POS;0.7;adj;1;0.7
atemberaubend;POS;1;adj;1;1
erhaben;POS;1;adj;1;1
steif;NEG;0.5;adj;-1;-0.5
satt;POS;0.5;adj;1;0.5
blutdürstig;NEG;1;adj;-1;-1
frustriert;NEG;1;adj;-1;-1
leichtgläubig;NEG;0.7;adj;-1;-0.7
weitgereist;POS;0.7;adj;1;0.7
dunkel;NEG;0.5;adj;-1;-0.5
lümmelhaft;NEG;0.7;adj;-1;-0.7
überspannt;NEG;0.5;adj;-1;-0.5
sachgerecht;POS;0.5;adj;1;0.5
närrisch;NEG;0.5;adj;-1;-0.5
rechthaberisch;NEG;0.7;adj;-1;-0.7
merkwürdig;NEG;0.5;adj;-1;-0.5
gnomenhaft;NEG;0.5;adj;-1;-0.5
spaßhaft;POS;0.7;adj;1;0.7
possierlich;POS;0.7;adj;1;0.7
partnerschaftlich;POS;1;adj;1;1
umworben;POS;1;adj;1;1
unbändig;NEG;0.7;adj;-1;-0.7
amateurhaft;NEG;0.7;adj;-1;-0.7
herb;NEG;0.7;adj;-1;-0.7
prahlerisch;NEG;0.7;adj;-1;-0.7
profillos;NEG;0.7;adj;-1;-0.7
royal;POS;1;adj;1;1
pappsatt;POS;0.7;adj;1;0.7
schadstoffarm;POS;0.7;adj;1;0.7
bestürzt;NEG;1;adj;-1;-1
verkümmert;NEG;1;adj;-1;-1
träge;NEG;0.5;adj;-1;-0.5
strebsam;POS;1;adj;1;1
grotesk;NEG;0.7;adj;-1;-0.7
humoristisch;POS;0.7;adj;1;0.7
unattraktiv;NEG;0.7;adj;-1;-0.7
zügig;POS;0.7;adj;1;0.7
zurückweisend;NEG;1;adj;-1;-1
unproblematisch;POS;0.7;adj;1;0.7
abstrus;NEG;0.7;adj;-1;-0.7
galant;POS;0.7;adj;1;0.7
mißlungen;NEG;0.7;adj;-1;-0.7
instinktlos;NEG;1;adj;-1;-1
lebensfähig;POS;0.7;adj;1;0.7
heuchlerisch;NEG;1;adj;-1;-1
verdrießlich;NEG;1;adj;-1;-1
reflektiert;POS;0.7;adj;1;0.7
ausländerfreundlich;POS;1;adj;1;1
gesinnt;POS;0.5;adj;1;0.5
nominell;NEG;0.7;adj;-1;-0.7
glänzend;POS;0.7;adj;1;0.7
widerrechtlich;NEG;1;adj;-1;-1
putzmunter;POS;1;adj;1;1
hinderlich;NEG;0.7;adj;-1;-0.7
vorgeschoben;NEG;0.5;adj;-1;-0.5
sinnvoll;POS;1;adj;1;1
mächtig;POS;0.7;adj;1;0.7
philanthropisch;POS;1;adj;1;1
ehrverletzend;NEG;1;adj;-1;-1
sachbezogen;POS;0.5;adj;1;0.5
prunkvoll;POS;1;adj;1;1
erfrischend;POS;0.7;adj;1;0.7
folgsam;POS;0.7;adj;1;0.7
halbherzig;NEG;0.5;adj;-1;-0.5
leichtfüßig;POS;0.7;adj;1;0.7
würdig;POS;1;adj;1;1
fördernd;POS;0.7;adj;1;0.7
kapriziös;NEG;1;adj;-1;-1
anregend;POS;0.7;adj;1;0.7
blitzschnell;POS;1;adj;1;1
negativ;NEG;1;adj;-1;-1
verfeindet;NEG;1;adj;-1;-1
bekennend;POS;0.7;adj;1;0.7
leidgeplagt;NEG;1;adj;-1;-1
unglaubhaft;NEG;0.7;adj;-1;-0.7
freundschaftlich;POS;1;adj;1;1
souverän;POS;1;adj;1;1
gesellig;POS;0.7;adj;1;0.7
gutgemeint;POS;0.7;adj;1;0.7
geboren;POS;1;adj;1;1
neonazistisch;NEG;1;adj;-1;-1
link;NEG;0.7;adj;-1;-0.7
großsprecherisch;NEG;0.7;adj;-1;-0.7
fahrig;NEG;0.7;adj;-1;-0.7
unglücklich;NEG;1;adj;-1;-1
beleidigt;NEG;1;adj;-1;-1
verschorft;NEG;1;adj;-1;-1
indirekt;NEG;0.7;adj;-1;-0.7
bedingt;NEG;0.7;adj;-1;-0.7
überfällig;NEG;0.7;adj;-1;-0.7
geistvoll;POS;0.7;adj;1;0.7
geknickt;NEG;0.5;adj;-1;-0.5
versteckt;NEG;0.5;adj;-1;-0.5
kritiklos;NEG;1;adj;-1;-1
regellos;NEG;1;adj;-1;-1
achtsam;POS;0.5;adj;1;0.5
prinzipienfest;POS;1;adj;1;1
stolz;POS;1;adj;1;1
beweglich;POS;0.7;adj;1;0.7
leistungsfördernd;POS;0.7;adj;1;0.7
zutraulich;POS;0.7;adj;1;0.7
abergläubisch;NEG;0.7;adj;-1;-0.7
ramponiert;NEG;1;adj;-1;-1
unverhältnismäßig;NEG;1;adj;-1;-1
lästerlich;NEG;1;adj;-1;-1
agil;POS;0.7;adj;1;0.7
teuflisch;NEG;1;adj;-1;-1
narrenhaft;NEG;1;adj;-1;-1
lebenserfahren;POS;1;adj;1;1
mäßig;NEG;0.7;adj;-1;-0.7
befähigt;POS;1;adj;1;1
langmütig;POS;0.7;adj;1;0.7
lebensmüde;NEG;1;adj;-1;-1
unfehlbar;POS;1;adj;1;1
fachkundig;POS;1;adj;1;1
rührig;POS;0.7;adj;1;0.7
unbeweglich;NEG;0.7;adj;-1;-0.7
scharfsinnig;POS;1;adj;1;1
arbeitsunwillig;NEG;0.7;adj;-1;-0.7
tendenziös;NEG;1;adj;-1;-1
hyperaktiv;NEG;1;adj;-1;-1
vollgestopft;NEG;0.7;adj;-1;-0.7
entfremdet;NEG;0.7;adj;-1;-0.7
unangemeldet;NEG;0.5;adj;-1;-0.5
einsichtig;POS;1;adj;1;1
klapprig;NEG;0.5;adj;-1;-0.5
ausgebrannt;NEG;1;adj;-1;-1
lügnerisch;NEG;1;adj;-1;-1
rassistisch;NEG;1;adj;-1;-1
undemokratisch;NEG;1;adj;-1;-1
korrupt;NEG;1;adj;-1;-1
pampig;NEG;0.7;adj;-1;-0.7
ausgekocht;NEG;1;adj;-1;-1
dynamisch;POS;1;adj;1;1
minderbemittelt;NEG;0.7;adj;-1;-0.7
schaurig;NEG;0.7;adj;-1;-0.7
sachkundig;POS;1;adj;1;1
populistisch;NEG;0.7;adj;-1;-0.7
rechtzeitig;POS;0.7;adj;1;0.7
unduldsam;NEG;1;adj;-1;-1
altjüngferlich;NEG;0.7;adj;-1;-0.7
friedvoll;POS;0.7;adj;1;0.7
widerwillig;NEG;0.5;adj;-1;-0.5
mitteilsam;NEG;0.7;adj;-1;-0.7
bestimmt;NEG;0.7;adj;-1;-0.7
inhaltslos;NEG;0.5;adj;-1;-0.5
eingeschüchtert;NEG;1;adj;-1;-1
getrennt;NEG;0.5;adj;-1;-0.5
gebührenlos;POS;0.7;adj;1;0.7
verletzend;NEG;1;adj;-1;-1
hochfliegend;NEG;0.7;adj;-1;-0.7
liberal;POS;0.5;adj;1;0.5
unmanierlich;NEG;1;adj;-1;-1
primitiv;NEG;1;adj;-1;-1
sympathisch;POS;1;adj;1;1
reuevoll;POS;0.7;adj;1;0.7
unfruchtbar;NEG;0.7;adj;-1;-0.7
allein;NEG;0.7;adj;-1;-0.7
umwerfend;POS;1;adj;1;1
ausländerfeindlich;NEG;1;adj;-1;-1
theaterinteressiert;POS;0.7;adj;1;0.7
voluminös;NEG;0.7;adj;-1;-0.7
täppisch;NEG;0.7;adj;-1;-0.7
ehrenamtlich;POS;1;adj;1;1
flippig;NEG;0.5;adj;-1;-0.5
bodenlos;NEG;0.7;adj;-1;-0.7
leidvoll;NEG;1;adj;-1;-1
gleichmütig;NEG;0.7;adj;-1;-0.7
limitiert;NEG;0.5;adj;-1;-0.5
akzeptabel;POS;0.5;adj;1;0.5
glaubwürdig;POS;1;adj;1;1
erwünscht;POS;0.5;adj;1;0.5
blutarm;NEG;1;adj;-1;-1
magisch;POS;0.5;adj;1;0.5
beschwipst;NEG;0.7;adj;-1;-0.7
wolkig;NEG;0.7;adj;-1;-0.7
unverschämt;NEG;1;adj;-1;-1
krisenerprobt;POS;1;adj;1;1
verkehrsuntauglich;NEG;7;adj;-1;-7
grimmig;NEG;1;adj;-1;-1
rostfrei;POS;0.5;adj;1;0.5
flink;POS;0.7;adj;1;0.7
kostbar;POS;1;adj;1;1
manieriert;NEG;0.7;adj;-1;-0.7
furios;NEG;1;adj;-1;-1
fatalistisch;NEG;1;adj;-1;-1
versöhnt;POS;0.7;adj;1;0.7
wunderschön;POS;1;adj;1;1
verschwenderisch;NEG;0.7;adj;-1;-0.7
unhöflich;NEG;0.7;adj;-1;-0.7
unheilvoll;NEG;1;adj;-1;-1
theaterbegeistert;POS;0.7;adj;1;0.7
ausgemergelt;NEG;1;adj;-1;-1
unheimlich;NEG;0.7;adj;-1;-0.7
behaglich;POS;0.5;adj;1;0.5
erlebnisreich;POS;0.7;adj;1;0.7
verflucht;NEG;1;adj;-1;-1
handhabbar;POS;0.7;adj;1;0.7
ausgeliefert;NEG;0.7;adj;-1;-0.7
wirklichkeitsnah;POS;0.7;adj;1;0.7
wundervoll;POS;0.7;adj;1;0.7
wertvoll;POS;0.7;adj;1;0.7
blühend;POS;1;adj;1;1
zielsicher;POS;1;adj;1;1
entsagend;POS;0.7;adj;1;0.7
rastlos;NEG;0.7;adj;-1;-0.7
wertlos;NEG;0.7;adj;-1;-0.7
risikofrei;POS;1;adj;1;1
Arbeitslosigkeit;NEG;0.7;nomen;-1;-0.7
beklemmt;NEG;1;adj;-1;-1
langlebig;POS;0.7;adj;1;0.7
atheistisch;NEG;0.5;adj;-1;-0.5
agnostisch;NEG;0.5;adj;-1;-0.5
geldgeil;NEG;1;adj;-1;-1
schöpferisch;POS;1;adj;1;1
siegesbewußt;POS;0.7;adj;1;0.7
genug;POS;0.7;adj;1;0.7
abknöpfen;NEG;0.7;verben;-1;-0.7
sexistisch;NEG;0.7;adj;-1;-0.7
erdrückend;NEG;1;adj;-1;-1
verdeckt;NEG;0.7;adj;-1;-0.7
emsig;POS;0.7;adj;1;0.7
schelmisch;POS;0.7;adj;1;0.7
wirksam;POS;0.7;adj;1;0.7
ungesund;NEG;0.7;adj;-1;-0.7
ausgeflippt;NEG;0.5;adj;-1;-0.5
abenteuerlich;POS;0.7;adj;1;0.7
hochherzig;POS;1;adj;1;1
geschmackvoll;POS;1;adj;1;1
eingeladen;POS;0.7;adj;1;0.7
unbeschlagen;NEG;1;adj;-1;-1
rechtslastig;NEG;1;adj;-1;-1
spektakulär;POS;1;adj;1;1
antiautoritär;POS;0.5;adj;1;0.5
sonderlich;NEG;0.7;adj;-1;-0.7
bedröppelt;NEG;0.7;adj;-1;-0.7
mißgebildet;NEG;1;adj;-1;-1
verfassungsgemäß;POS;1;adj;1;1
schädlich;NEG;1;adj;-1;-1
begnadet;POS;1;adj;1;1
langweilig;NEG;0.7;adj;-1;-0.7
verhasst;NEG;1;adj;-1;-1
lausbübisch;POS;0.5;adj;1;0.5
tabufrei;POS;0.7;adj;1;0.7
verläßlich;POS;1;adj;1;1
bewährt;POS;1;adj;1;1
paralysiert;NEG;1;adj;-1;-1
wolkenlos;POS;0.5;adj;1;0.5
missgebildet;NEG;1;adj;-1;-1
renommiert;POS;0.7;adj;1;0.7
geneigt;POS;0.7;adj;1;0.7
bedeutend;POS;1;adj;1;1
ernst;NEG;0.7;adj;-1;-0.7
selbstverständlich;POS;1;adj;1;1
angestammt;POS;0.7;adj;1;0.7
zukunftsweisend;POS;1;adj;1;1
unmenschlich;NEG;1;adj;-1;-1
verwöhnt;NEG;0.5;adj;-1;-0.5
außerordentlich;POS;1;adj;1;1
energiesparend;POS;0.7;adj;1;0.7
feig;NEG;1;adj;-1;-1
nebligtrüb;NEG;0.5;adj;-1;-0.5
führungsstark;POS;1;adj;1;1
kleinbürgerlich;NEG;0.5;adj;-1;-0.5
libidonös;NEG;1;adj;-1;-1
charakterlos;NEG;1;adj;-1;-1
größenwahnsinnig;NEG;1;adj;-1;-1
antisemitisch;NEG;1;adj;-1;-1
verhätschelt;NEG;0.5;adj;-1;-0.5
flegelhaft;NEG;1;adj;-1;-1
schwindsüchtig;NEG;0.7;adj;-1;-0.7
berechenbar;POS;0.5;adj;1;0.5
gediegen;POS;0.7;adj;1;0.7
gemeinverständlich;POS;0.7;adj;1;0.7
kurzweilig;POS;0.7;adj;1;0.7
verfassungsfeindlich;NEG;1;adj;-1;-1
unerhört;NEG;1;adj;-1;-1
aufwiegelnd;NEG;1;adj;-1;-1
gestört;NEG;1;adj;-1;-1
beschämend;NEG;1;adj;-1;-1
belebend;POS;0.7;adj;1;0.7
anstößig;NEG;1;adj;-1;-1
unbeschwert;POS;1;adj;1;1
menschlich;POS;1;adj;1;1
wirtschaftsstark;POS;1;adj;1;1
verblüffend;POS;0.7;adj;1;0.7
couragiert;POS;1;adj;1;1
sehnsüchtig;NEG;0.7;adj;-1;-0.7
unethisch;NEG;1;adj;-1;-1
trist;NEG;1;adj;-1;-1
fintenreich;POS;1;adj;1;1
mühevoll;NEG;0.7;adj;-1;-0.7
tatenarm;NEG;0.7;adj;-1;-0.7
taktmäßig;POS;0.7;adj;1;0.7
angetörnt;NEG;0.7;adj;-1;-0.7
ausdrucksstark;POS;0.7;adj;1;0.7
zerbeult;NEG;0.5;adj;-1;-0.5
zauderhaft;NEG;0.7;adj;-1;-0.7
verwildert;NEG;0.7;adj;-1;-0.7
verkehrt;NEG;0.5;adj;-1;-0.5
unliebsam;NEG;0.7;adj;-1;-0.7
niedergedrückt;NEG;0.7;adj;-1;-0.7
grauenvoll;NEG;1;adj;-1;-1
meisterlich;POS;1;adj;1;1
wohlgeformt;POS;0.7;adj;1;0.7
unentwegt;POS;0.7;adj;1;0.7
lesbar;POS;0.7;adj;1;0.7
verwirrt;NEG;1;adj;-1;-1
verletzlich;NEG;0.7;adj;-1;-0.7
gedankenreich;POS;0.7;adj;1;0.7
geschätzt;POS;1;adj;1;1
dubios;NEG;1;adj;-1;-1
risikoarm;POS;0.7;adj;1;0.7
keusch;POS;0.7;adj;1;0.7
zurückgeblieben;NEG;0.5;adj;-1;-0.5
gespannt;POS;0.7;adj;1;0.7
infam;NEG;1;adj;-1;-1
krisengeschüttelt;NEG;1;adj;-1;-1
mangelfrei;POS;1;adj;1;1
dummdreist;NEG;1;adj;-1;-1
achtbar;POS;0.7;adj;1;0.7
komplikationslos;POS;0.7;adj;1;0.7
volltönend;NEG;1;adj;-1;-1
unzweifelhaft;POS;0.5;adj;1;0.5
löblich;POS;0.7;adj;1;0.7
phänomenal;POS;1;adj;1;1
verwirrend;NEG;0.7;adj;-1;-0.7
genialisch;POS;1;adj;1;1
taubstumm;NEG;0.7;adj;-1;-0.7
skandalumrankt;NEG;1;adj;-1;-1
umgänglich;POS;0.7;adj;1;0.7
gutmütig;POS;1;adj;1;1
erhellend;POS;0.7;adj;1;0.7
gesund;POS;1;adj;1;1
verloren;NEG;0.7;adj;-1;-0.7
schmerzvoll;NEG;1;adj;-1;-1
preisgünstig;POS;1;adj;1;1
schockierend;NEG;1;adj;-1;-1
revanchistisch;NEG;1;adj;-1;-1
stumpfsinnig;NEG;0.7;adj;-1;-0.7
perfide;NEG;1;adj;-1;-1
schizoid;NEG;1;adj;-1;-1
bedürfnislos;POS;1;adj;1;1
frech;NEG;0.7;adj;-1;-0.7
wunderbar;POS;1;adj;1;1
wortkarg;NEG;0.5;adj;-1;-0.5
latent;NEG;0.5;adj;-1;-0.5
fortgeschritten;POS;0.7;adj;1;0.7
vielgepriesen;POS;0.7;adj;1;0.7
ergiebig;POS;0.7;adj;1;0.7
stinklangweilig;NEG;1;adj;-1;-1
phantasievoll;POS;1;adj;1;1
kontaktarm;NEG;0.5;adj;-1;-0.5
standfest;POS;1;adj;1;1
verdient;POS;0.7;adj;1;0.7
durcheinander;NEG;0.7;adj;-1;-0.7
luderhaft;NEG;1;adj;-1;-1
parteilich;NEG;0.7;adj;-1;-0.7
böse;NEG;1;adj;-1;-1
namenlos;NEG;0.7;adj;-1;-0.7
spitzbübisch;NEG;0.7;adj;-1;-0.7
honett;POS;1;adj;1;1
distanzlos;NEG;0.5;adj;-1;-0.5
leistungswillig;POS;0.7;adj;1;0.7
bärbeißig;NEG;1;adj;-1;-1
augenzwinkernd;POS;0.7;adj;1;0.7
regsam;POS;0.7;adj;1;0.7
gestresst;NEG;1;adj;-1;-1
dickhäutig;POS;0.5;adj;1;0.5
schal;NEG;0.7;adj;-1;-0.7
unecht;NEG;0.7;adj;-1;-0.7
herrenlos;NEG;0.7;adj;-1;-0.7
hochfahrend;NEG;0.7;adj;-1;-0.7
finanzkräftig;POS;1;adj;1;1
ausschweifend;NEG;0.5;adj;-1;-0.5
multi-kulturell;POS;0.7;adj;1;0.7
wißbegierig;POS;1;adj;1;1
aristokratisch;POS;0.5;adj;1;0.5
ruhelos;NEG;0.7;adj;-1;-0.7
mißlich;NEG;0.7;adj;-1;-0.7
vorgetäuscht;NEG;1;adj;-1;-1
bedeutsam;POS;1;adj;1;1
zukunftsträchtig;POS;1;adj;1;1
verächtlich;NEG;1;adj;-1;-1
studiert;POS;0.5;adj;1;0.5
promisk;NEG;1;adj;-1;-1
getröstet;POS;0.7;adj;1;0.7
treu;POS;1;adj;1;1
herzergreifend;POS;0.7;adj;1;0.7
mißgelaunt;NEG;0.7;adj;-1;-0.7
verzerrt;NEG;0.7;adj;-1;-0.7
linksradikal;NEG;1;adj;-1;-1
enthaltsam;POS;0.5;adj;1;0.5
protzig;NEG;1;adj;-1;-1
uninformiert;NEG;0.7;adj;-1;-0.7
urkomisch;POS;1;adj;1;1
sauber;POS;1;adj;1;1
provozierend;NEG;0.7;adj;-1;-0.7
verantwortlich;POS;0.7;adj;1;0.7
beschlussfähig;POS;0.7;adj;1;0.7
distinguiert;POS;0.5;adj;1;0.5
müllfrei;POS;0.7;adj;1;0.7
räuberisch;NEG;1;adj;-1;-1
impulsiv;NEG;1;adj;-1;-1
beschlußfähig;POS;0.7;adj;1;0.7
anrührend;POS;0.7;adj;1;0.7
unnachahmlich;POS;1;adj;1;1
schreckenerregend;NEG;1;adj;-1;-1
inhaltsreich;POS;0.7;adj;1;0.7
aufopfernd;POS;1;adj;1;1
verführbar;NEG;1;adj;-1;-1
effizient;POS;1;adj;1;1
expressiv;POS;0.7;adj;1;0.7
zimperlich;NEG;0.7;adj;-1;-0.7
sorgenfrei;POS;1;adj;1;1
absichtslos;POS;0.5;adj;1;0.5
ertragreich;POS;1;adj;1;1
zynisch;NEG;1;adj;-1;-1
sachte;POS;0.5;adj;1;0.5
fetischistisch;NEG;1;adj;-1;-1
sonderbar;NEG;0.7;adj;-1;-0.7
schuldbewußt;POS;0.5;adj;1;0.5
raffiniert;POS;1;adj;1;1
schaudervoll;NEG;0.7;adj;-1;-0.7
methodisch;POS;0.7;adj;1;0.7
vereinzelt;NEG;0.5;adj;-1;-0.5
mißtrauisch;NEG;1;adj;-1;-1
zeugungsfähig;POS;0.5;adj;1;0.5
unakzeptabel;NEG;1;adj;-1;-1
entstellt;NEG;1;adj;-1;-1
verständnisvoll;POS;0.7;adj;1;0.7
saukomisch;POS;1;adj;1;1
exponiert;NEG;0.7;adj;-1;-0.7
suspekt;NEG;1;adj;-1;-1
privilegiert;NEG;0.7;adj;-1;-0.7
emphatisch;POS;0.7;adj;1;0.7
animalisch;NEG;1;adj;-1;-1
verklemmt;NEG;0.7;adj;-1;-0.7
gesichtslos;NEG;0.7;adj;-1;-0.7
trostreich;POS;0.7;adj;1;0.7
irre;NEG;1;adj;-1;-1
wissensdurstig;POS;0.7;adj;1;0.7
unmoralisch;NEG;1;adj;-1;-1
sorglos;POS;1;adj;1;1
differenziert;POS;0.5;adj;1;0.5
nervenaufreibend;NEG;1;adj;-1;-1
unangesagt;NEG;0.5;adj;-1;-0.5
ehrfurchtgebietend;POS;1;adj;1;1
schutzlos;NEG;0.7;adj;-1;-0.7
entgeistert;NEG;0.5;adj;-1;-0.5
kraftlos;NEG;0.7;adj;-1;-0.7
besessen;NEG;1;adj;-1;-1
potthässlich;NEG;1;adj;-1;-1
unausführbar;NEG;1;adj;-1;-1
sorgsam;POS;0.7;adj;1;0.7
pünktlich;POS;0.7;adj;1;0.7
eifernd;POS;0.7;adj;1;0.7
knickerig;NEG;0.5;adj;-1;-0.5
millionenschwer;POS;0.7;adj;1;0.7
eigenständig;POS;0.7;adj;1;0.7
feinsinnig;POS;0.7;adj;1;0.7
gewaltfrei;POS;1;adj;1;1
unschlüssig;NEG;0.5;adj;-1;-0.5
geformt;POS;0.7;adj;1;0.7
widerlich;NEG;1;adj;-1;-1
schmerzlich;NEG;1;adj;-1;-1
fade;NEG;0.7;adj;-1;-0.7
fasziniert;POS;1;adj;1;1
generös;POS;1;adj;1;1
bestorganisiert;POS;1;adj;1;1
dissozial;NEG;1;adj;-1;-1
sinnlich;POS;1;adj;1;1
lachhaft;NEG;1;adj;-1;-1
gesegnet;POS;0.7;adj;1;0.7
kostenlos;POS;1;adj;1;1
ungerechtfertigt;NEG;0.7;adj;-1;-0.7
strahlend;POS;0.7;adj;1;0.7
herrschsüchtig;NEG;1;adj;-1;-1
wissenshungrig;POS;0.7;adj;1;0.7
seriös;POS;1;adj;1;1
entsetzlich;NEG;1;adj;-1;-1
unverfroren;NEG;1;adj;-1;-1
wohlerzogen;POS;0.7;adj;1;0.7
schiefgelaufen;NEG;0.7;adj;-1;-0.7
zwielichtig;NEG;1;adj;-1;-1
unermüdlich;POS;0.7;adj;1;0.7
geraten;POS;0.7;adj;1;0.7
ungezähmt;NEG;0.7;adj;-1;-0.7
heldenhaft;POS;1;adj;1;1
muffelig;NEG;0.5;adj;-1;-0.5
unentschuldbar;NEG;1;adj;-1;-1
hypochondrisch;NEG;0.7;adj;-1;-0.7
elegisch;NEG;0.7;adj;-1;-0.7
pietätlos;NEG;1;adj;-1;-1
sensationslüstern;NEG;1;adj;-1;-1
herzbewegend;POS;0.7;adj;1;0.7
aufsässig;NEG;0.7;adj;-1;-0.7
krass;NEG;0.7;adj;-1;-0.7
prominent;POS;0.7;adj;1;0.7
unausgesprochen;NEG;0.7;adj;-1;-0.7
ungebeten;NEG;0.7;adj;-1;-0.7
unauffällig;NEG;0.7;adj;-1;-0.7
ehrwürdig;POS;1;adj;1;1
freigiebig;POS;1;adj;1;1
schrullig;NEG;0.7;adj;-1;-0.7
irreführend;NEG;0.7;adj;-1;-0.7
mickrig;NEG;0.7;adj;-1;-0.7
autark;POS;0.7;adj;1;0.7
zähneknirschend;NEG;0.7;adj;-1;-0.7
gewagt;NEG;0.7;adj;-1;-0.7
despektierlich;NEG;1;adj;-1;-1
konspirativ;NEG;1;adj;-1;-1
entspannend;POS;1;adj;1;1
uninteressant;NEG;0.5;adj;-1;-0.5
betriebsam;POS;0.5;adj;1;0.5
ideal;POS;0.7;adj;1;0.7
linientreu;POS;0.7;adj;1;0.7
abgehärtet;POS;0.7;adj;1;0.7
suizidgefährdet;NEG;1;adj;-1;-1
kriegsfrei;POS;1;adj;1;1
seelenlos;NEG;1;adj;-1;-1
konform;POS;0.5;adj;1;0.5
altruistisch;POS;1;adj;1;1
gnädig;POS;1;adj;1;1
gedankenlos;NEG;0.7;adj;-1;-0.7
strohdumm;NEG;1;adj;-1;-1
zänkisch;NEG;1;adj;-1;-1
umkämpft;POS;0.7;adj;1;0.7
offen;POS;0.7;adj;1;0.7
oll;NEG;0.7;adj;-1;-0.7
richtungslos;NEG;0.7;adj;-1;-0.7
optimal;POS;1;adj;1;1
lebhaft;POS;0.7;adj;1;0.7
vertrauensfördernd;POS;1;adj;1;1
kindgerecht;POS;0.7;adj;1;0.7
brandgefährlich;NEG;1;adj;-1;-1
bemüht;NEG;0.7;adj;-1;-0.7
zustehend;POS;0.7;adj;1;0.7
subjektiv;NEG;0.7;adj;-1;-0.7
geduldig;POS;1;adj;1;1
verkorkst;NEG;0.7;adj;-1;-0.7
ungeheuer;NEG;1;adj;-1;-1
katastrophal;NEG;1;adj;-1;-1
üppig;POS;0.7;adj;1;0.7
selbstquälerisch;NEG;1;adj;-1;-1
blessiert;NEG;1;adj;-1;-1
fundiert;POS;1;adj;1;1
lautstark;NEG;0.7;adj;-1;-0.7
geliebt;POS;1;adj;1;1
amüsiert;POS;1;adj;1;1
unpraktisch;NEG;0.5;adj;-1;-0.5
spitze;POS;1;adj;1;1
trampelhaft;NEG;0.5;adj;-1;-0.5
belämmert;NEG;0.5;adj;-1;-0.5
mediterran;POS;0.7;adj;1;0.7
geisttötend;NEG;1;adj;-1;-1
zutreffend;POS;0.7;adj;1;0.7
stier;NEG;1;adj;-1;-1
lustig;POS;0.7;adj;1;0.7
vorlaut;NEG;0.7;adj;-1;-0.7
krebskrank;NEG;1;adj;-1;-1
kriegerisch;NEG;1;adj;-1;-1
unansehnlich;NEG;0.7;adj;-1;-0.7
